sku,category_id,"name",description,price,brand,spec_json,created_at,updated_at
SKU00050,21,"Adhesivo de Montaje Einhell","Adhesivo de montaje Einhell con agarre inicial inmediato. Fuerte y versátil, ideal para pegar materiales como madera, metal, cerámica y plástico sin necesidad de clavos.",115.47,Einhell,"{""rosca"": ""Trapezoidal"", ""material"": ""Aluminio"", ""recubrimiento"": ""Galvanizado"", ""peso_gramos"": 466}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00051,8,"Llave Ajustable Facom","Llave combinada Facom, forjada en plástico reforzado de alta resistencia. Cuenta con un acabado sin recubrimiento que protege contra el óxido y garantiza una larga vida útil.",68.67,Facom,"{""rosca"": ""UNF"", ""material"": ""Plástico reforzado"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 4874}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00052,8,"Juego de Llaves de Titanio Einhell","Juego de llaves Einhell fabricado en titanio con tratamiento pavonado. Esencial para trabajos de mecánica y mantenimiento general, ofreciendo un agarre seguro.",165.42,Einhell,"{""rosca"": ""Trapezoidal"", ""material"": ""Titanio"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 4797}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00053,13,"Amoladora de Acero Hilti","Amoladora angular profesional Hilti. Su diseño ergonómico y su peso de 1.66 kg permiten un control preciso en trabajos de corte y desbaste. Construida con acero de alta resistencia.",76.4,Hilti,"{""rosca"": ""Whitworth"", ""material"": ""Acero"", ""recubrimiento"": ""Zincado"", ""peso_gramos"": 1657}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00054,16,"Guantes de Trabajo Bahco","Guantes de trabajo multiusos Bahco. Cómodos, flexibles y duraderos, proporcionan la protección necesaria para la manipulación segura de herramientas y materiales.",113.85,Bahco,"{""rosca"": ""Métrica"", ""material"": ""Aluminio"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 1526}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00055,12,"Taladro Inalámbrico Einhell","Taladro inalámbrico Einhell de alto rendimiento. Su construcción en acero y su peso de 2.34 kg garantizan durabilidad y un manejo cómodo en lugares de difícil acceso.",156.87,Einhell,"{""rosca"": ""Métrica"", ""material"": ""Acero"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 2339}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00056,21,"Pegamento Instantáneo Facom","Pegamento universal Facom de secado rápido y transparente. Proporciona una unión fuerte y duradera en segundos, indispensable en cualquier caja de herramientas.",193.64,Facom,"{""rosca"": ""Trapezoidal"", ""material"": ""Plástico reforzado"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 287}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00057,1,"Pack de Tornillos de Acero Stanley","Paquete de tornillos Stanley de alta resistencia. Fabricados en acero con un recubrimiento zincado, son ideales para fijaciones seguras en todo tipo de proyectos.",220.86,Stanley,"{""rosca"": ""Whitworth"", ""material"": ""Acero"", ""recubrimiento"": ""Zincado"", ""peso_gramos"": 1099}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00058,13,"Amoladora Profesional DeWalt","Amoladora angular profesional DeWalt. Su diseño ergonómico y su peso de 3.69 kg permiten un control preciso en trabajos de corte y desbaste. Construida con plástico reforzado de alta resistencia.",216.59,DeWalt,"{""rosca"": ""UNF"", ""material"": ""Plástico reforzado"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 3687}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00059,1,"Tornillos de Latón Whitworth Facom","Tornillo especializado Facom con rosca tipo whitworth. Hecho de latón para una máxima durabilidad y con un acabado sin recubrimiento para una excelente protección contra la corrosión.",101.05,Facom,"{""rosca"": ""Whitworth"", ""material"": ""Latón"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 753}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00060,13,"Mini Amoladora de Titanio Makita","Mini amoladora Makita, perfecta para trabajos de precisión. Fabricada en titanio y con un acabado protector galvanizado, ofrece fiabilidad y un manejo cómodo para acabados detallados.",229.45,Makita,"{""rosca"": ""UNC"", ""material"": ""Titanio"", ""recubrimiento"": ""Galvanizado"", ""peso_gramos"": 121}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00061,16,"Guantes de Seguridad Bahco","Guantes de seguridad Bahco diseñados para una protección superior. Ofrecen un excelente agarre y resistencia a la abrasión, ideales para construcción o jardinería.",76.43,Bahco,"{""rosca"": ""UNC"", ""material"": ""Titanio"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 2562}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00062,8,"Juego de Llaves de Aluminio DeWalt","Juego de llaves DeWalt fabricado en aluminio con tratamiento sin recubrimiento. Esencial para trabajos de mecánica y mantenimiento general, ofreciendo un agarre seguro.",109.24,DeWalt,"{""rosca"": ""Whitworth"", ""material"": ""Aluminio"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 2879}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00063,26,"Pintura Multisuperficie Hilti","Pintura acrílica Hilti de excelente cubrimiento y durabilidad. Ideal para proyectos de interior y exterior, ofreciendo un acabado profesional y resistente.",137.46,Hilti,"{""rosca"": ""Métrica"", ""material"": ""Plástico reforzado"", ""recubrimiento"": ""Galvanizado"", ""peso_gramos"": 1297}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00064,1,"Pack de Tornillos UNC Hilti","Paquete de tornillos Hilti de alta resistencia. Fabricados en aluminio con un recubrimiento pavonado, son ideales para fijaciones seguras en todo tipo de proyectos.",35.93,Hilti,"{""rosca"": ""UNC"", ""material"": ""Aluminio"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 4807}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00065,8,"Llave de Titanio Bahco","Llave combinada Bahco, forjada en titanio de alta resistencia. Cuenta con un acabado sin recubrimiento que protege contra el óxido y garantiza una larga vida útil.",107.61,Bahco,"{""rosca"": ""Whitworth"", ""material"": ""Titanio"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 2883}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00066,27,"Esmalte Anticorrosivo Facom","Esmalte sintético Facom de alta resistencia. Proporciona una capa protectora duradera contra el desgaste, perfecta para metales y maderas.",52.6,Facom,"{""rosca"": ""UNC"", ""material"": ""Acero"", ""recubrimiento"": ""Zincado"", ""peso_gramos"": 1759}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00067,8,"Juego de Llaves DeWalt Pro","Juego de llaves DeWalt fabricado en acero con tratamiento pavonado. Esencial para trabajos de mecánica y mantenimiento general, ofreciendo un agarre seguro.",234.35,DeWalt,"{""rosca"": ""Trapezoidal"", ""material"": ""Acero"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 492}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00068,16,"Guantes de Protección de Titanio Makita","Guantes de seguridad Makita diseñados para una protección superior. Ofrecen un excelente agarre y resistencia a la abrasión, ideales para construcción o jardinería.",170.48,Makita,"{""rosca"": ""Whitworth"", ""material"": ""Titanio"", ""recubrimiento"": ""Pavonado"", ""peso_gramos"": 2681}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00069,8,"Llave de Vaso Bosch","Juego de llaves Bosch fabricado en plástico reforzado con tratamiento galvanizado. Esencial para trabajos de mecánica y mantenimiento general, ofreciendo un agarre seguro.",51.35,Bosch,"{""rosca"": ""UNF"", ""material"": ""Plástico reforzado"", ""recubrimiento"": ""Galvanizado"", ""peso_gramos"": 1729}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
SKU00070,12,"Taladro Inalámbrico de Aluminio Stanley","Taladro inalámbrico Stanley de alto rendimiento. Su construcción en aluminio garantiza durabilidad, mientras que su diseño ergonómico facilita el trabajo en lugares de difícil acceso.",121.53,Stanley,"{""rosca"": ""UNF"", ""material"": ""Aluminio"", ""recubrimiento"": ""Sin recubrimiento"", ""peso_gramos"": 3194}",2024-01-01T12:00:00Z,2024-01-01T12:00:00Z
